292, 7, , 
293, 10, , 
294, 8, , 
295, 4, , 
296, 10, , 
297, 12, , 
298, 5, , 
299, 9, , 
300, 4, , 
301, 3, , 
302, 9, , 
303, 7, , 
304, 6, , 
305, 3, , 
306, 8, , 
307, 8, , 
308, 6, , 
309, 11, , 
310, 7, , 
311, 10, , 
312, 6, , 
313, 8, , 
314, 8, , 
315, 12, , 
316, 8, , 
317, 7, , 
318, 8, , 
319, 14, , 
320, 7, , 
321, 15, , 
322, 5, , 
323, 6, , 
324, 8, , 
325, 10, , 
326, 9, , 
327, 5, , 
328, 10, , 
329, 6, , 
330, 6, , 
331, 8, , 
332, 9, , 
333, 10, , 
334, 5, , 
335, 7, , 
336, 5, , 
337, 9, , 
338, 6, , 
339, 17, , 
340, 4, , 
341, 9, , 
342, 6, , 
343, 9, , 
344, 8, , 
345, 7, , 
346, 10, , 
347, 9, , 
348, 8, , 
349, 17, , 
350, 9, , 
351, 10, , 
352, 5, , 
353, 11, , 
354, 6, , 
355, 13, , 
356, 6, , 
357, 8, , 
358, 2, , 
359, 12, , 
360, 8, , 
361, 10, , 
362, 9, , 
363, 6, , 
364, 5, , 
365, 11, , 
366, 11, , 
367, 8, , 
368, 5, , 
369, 7, , 
370, 5, , 
371, 6, , 
372, 8, , 
373, 6, , 
374, 6, , 
375, 5, , 
376, 4, , 
377, 9, , 
378, 5, , 
379, 8, , 
380, 8, , 
381, 7, , 
382, 6, , 
383, 8, , 
384, 6, , 
385, 7, , 
386, 6, , 
387, 4, , 
388, 9, , 
389, 5, , 
390, 8, , 
391, 10, , 
392, 9, , 
393, 4, , 
394, 8, , 
395, 8, , 
396, 5, , 
397, 5, , 
398, 6, , 
399, 10, , 
400, 8, , 
401, 2, , 
402, 5, , 
403, 6, , 
404, 8, , 
405, 8, , 
406, 9, , 
407, 7, , 
408, 13, , 
409, 13, , 
410, 10, , 
411, 5, , 
412, 4, , 
413, 6, , 
414, 7, , 
415, 9, , 
416, 2, , 
417, 3, , 
418, 4, , 
419, 3, , 
420, 6, , 
421, 10, , 
422, 5, , 
423, 6, , 
424, 8, , 
425, 7, , 
426, 9, , 
427, 14, , 
428, 15, , 
429, 6, , 
430, 8, , 
431, 6, , 
432, 8, , 
433, 8, , 
434, 4, , 
435, 5, , 
436, 12, , 
437, 6, , 
438, 5, , 
439, 13, , 
440, 8, , 
441, 10, , 
442, 7, , 
443, 8, , 
444, 10, , 
445, 8, , 
446, 5, , 
447, 2, , 
448, 12, , 
449, 8, , 
450, 4, , 
451, 5, , 
452, 9, , 
453, 14, , 
454, 5, , 
455, 5, , 
456, 8, , 
457, 10, , 
458, 4, , 
459, 11, , 
460, 7, , 
461, 5, , 
462, 8, , 
463, 6, , 
464, 4, , 
465, 10, , 
466, 3, , 
467, 7, , 
468, 8, , 
469, 6, , 
470, 3, , 
471, 9, , 
472, 6, , 
473, 9, , 
474, 8, , 
475, 6, , 
476, 8, , 
477, 9, , 
478, 12, , 
479, 8, , 
480, 6, , 
481, 4, , 
482, 8, , 
483, 6, , 
484, 7, , 
485, 10, , 
486, 12, , 
487, 8, , 
488, 4, , 
489, 6, , 
490, 4, , 
491, 7, , 
492, 9, , 
493, 7, , 
494, 6, , 
495, 6, , 
496, 14, , 
497, 7, , 
498, 8, , 
499, 3, , 
500, 9, , 
501, 6, , 
502, 10, , 
503, 11, , 
504, 7, , 
505, 9, , 
506, 10, , 
507, 5, , 
508, 5, , 
509, 7, , 
510, 4, , 
511, 10, , 
512, 5, , 
513, 6, , 
514, 6, , 
515, 12, , 
516, 4, , 
517, 5, , 
518, 12, , 
519, 8, , 
520, 8, , 
521, 5, , 
522, 8, , 
523, 9, , 
524, 5, , 
525, 11, , 
526, 10, , 
527, 8, , 
528, 6, , 
529, 11, , 
530, 13, , 
531, 6, , 
532, 8, , 
533, 7, , 
534, 7, , 
535, 6, , 
536, 2, , 
537, 9, , 
538, 7, , 
539, 2, , 
540, 10, , 
541, 7, , 
542, 8, , 
543, 8, , 
544, 8, , 
545, 8, , 
546, 9, , 
547, 13, , 
548, 5, , 
549, 9, , 
550, 11, , 
551, 7, , 
552, 9, , 
553, 6, , 
554, 10, , 
555, 6, , 
556, 8, , 
557, 5, , 
558, 8, , 
559, 10, , 
560, 10, , 
561, 10, , 
562, 6, , 
563, 10, , 
564, 8, , 
565, 10, , 
566, 6, , 
567, 11, , 
568, 5, , 
569, 4, , 
570, 8, , 
571, 11, , 
572, 9, , 
573, 4, , 
574, 7, , 
575, 8, , 
576, 5, , 
577, 10, , 
578, 9, , 
579, 7, , 
580, 11, , 
581, 5, , 
582, 7, , 
583, 11, , 
584, 9, , 
585, 5, , 
586, 9, , 
587, 6, , 
588, 4, , 
589, 12, , 
590, 9, , 
591, 8, , 
592, 13, , 
593, 8, , 
594, 5, , 
595, 8, , 
596, 6, , 
597, 14, , 
598, 6, , 
599, 3, , 
600, 12, , 
601, 4, , 
602, 5, , 
603, 1, , 
604, 8, , 
605, 7, , 
606, 3, , 
607, 8, , 
608, 2, , 
609, 11, , 
610, 5, , 
611, 6, , 
612, 8, , 
613, 11, , 
614, 9, , 
615, 6, , 
616, 6, , 
617, 5, , 
618, 7, , 
619, 5, , 
620, 9, , 
621, 7, , 
622, 9, , 
623, 8, , 
624, 5, , 
625, 14, , 
626, 8, , 
627, 8, , 
628, 9, , 
629, 9, , 
630, 3, , 
631, 10, , 
632, 4, , 
633, 9, , 
634, 3, , 
635, 4, , 
636, 6, , 
637, 9, , 
638, 5, , 
639, 5, , 
640, 10, , 
641, 2, , 
642, 3, , 
643, 8, , 
644, 5, , 
645, 6, , 
646, 14, , 
647, 11, , 
648, 11, , 
649, 10, , 
650, 6, , 
651, 7, , 
652, 6, , 
653, 7, , 
654, 10, , 
655, 5, , 
656, 6, , 
657, 10, , 
658, 4, , 
659, 7, , 
660, 8, , 
661, 10, , 
662, 5, , 
663, 6, , 
664, 11, , 
665, 5, , 
666, 6, , 
667, 9, , 
668, 7, , 
669, 7, , 
670, 12, , 
671, 7, , 
672, 10, , 
673, 10, , 
674, 5, , 
675, 4, , 
676, 8, , 
677, 14, , 
678, 5, , 
679, 4, , 
680, 11, , 
681, 9, , 
682, 6, , 
683, 6, , 
684, 10, , 
685, 8, , 
686, 3, , 
687, 8, , 
688, 6, , 
689, 7, , 
690, 10, , 
691, 4, , 
692, 4, , 
693, 11, , 
694, 7, , 
695, 6, , 
696, 3, , 
697, 13, , 
698, 4, , 
699, 10, , 
700, 5, , 
701, 10, , 
702, 11, , 
703, 12, , 
704, 6, , 
705, 12, , 
706, 9, , 
707, 6, , 
708, 9, , 
709, 6, , 
710, 8, , 
711, 10, , 
712, 8, , 
713, 6, , 
714, 6, , 
715, 9, , 
716, 8, , 
717, 3, , 
718, 10, , 
719, 8, , 
720, 5, , 
721, 5, , 
722, 12, , 
723, 8, , 
724, 10, , 
725, 10, , 
726, 7, , 
727, 11, , 
728, 11, , 
729, 9, , 
730, 12, , 
731, 13, , 
732, 10, , 
733, 8, , 
734, 8, , 
735, 8, , 
736, 7, , 
737, 6, , 
738, 8, , 
739, 4, , 
740, 9, , 
741, 4, , 
742, 4, , 
743, 6, , 
744, 9, , 
745, 9, , 
746, 5, , 
747, 7, , 
748, 2, , 
749, 8, , 
750, 7, , 
751, 7, , 
752, 2, , 
753, 13, , 
754, 5, , 
755, 5, , 
756, 6, , 
757, 9, , 
758, 12, , 
759, 7, , 
760, 7, , 
761, 9, , 
762, 5, , 
763, 9, , 
764, 5, , 
765, 10, , 
766, 7, , 
767, 11, , 
768, 7, , 
769, 6, , 
770, 7, , 
771, 4, , 
772, 8, , 
773, 11, , 
774, 10, , 
775, 9, , 
776, 6, , 
777, 10, , 
778, 6, , 
779, 11, , 
780, 9, , 
781, 6, , 
782, 3, , 
783, 5, , 
784, 7, , 
785, 3, , 
786, 8, , 
787, 10, , 
788, 6, , 
789, 10, , 
790, 9, , 
791, 8, , 
792, 8, , 
793, 6, , 
794, 10, , 
795, 5, , 
796, 9, , 
797, 4, , 
798, 6, , 
799, 5, , 
800, 14, , 
801, 9, , 
802, 5, , 
803, 4, , 
804, 6, , 
805, 7, , 
806, 11, , 
807, 8, , 
808, 5, , 
809, 3, , 
810, 14, , 
811, 6, , 
812, 8, , 
813, 10, , 
814, 6, , 
815, 10, , 
816, 5, , 
817, 18, , 
818, 13, , 
819, 6, , 
820, 7, , 
821, 12, , 
822, 12, , 
823, 7, , 
824, 4, , 
825, 6, , 
826, 9, , 
827, 4, , 
828, 6, , 
829, 9, , 
830, 9, , 
831, 9, , 
832, 8, , 
833, 7, , 
834, 7, , 
835, 11, , 
836, 7, , 
837, 9, , 
838, 8, , 
839, 7, , 
840, 8, , 
841, 4, , 
842, 9, , 
843, 12, , 
844, 9, , 
845, 8, , 
846, 7, , 
847, 7, , 
848, 6, , 
849, 8, , 
850, 8, , 
851, 10, , 
852, 11, , 
853, 9, , 
854, 10, , 
855, 8, , 
856, 7, , 
857, 8, , 
858, 3, , 
859, 11, , 
860, 9, , 
861, 6, , 
862, 7, , 
863, 5, , 
864, 2, , 
865, 5, , 
866, 9, , 
867, 11, , 
868, 5, , 
869, 11, , 
870, 5, , 
871, 7, , 
872, 10, , 
873, 11, , 
874, 6, , 
875, 8, , 
876, 8, , 
877, 14, , 
878, 8, , 
879, 9, , 
880, 2, , 
881, 2, , 
882, 5, , 
883, 11, , 
884, 10, , 
885, 7, , 
886, 6, , 
887, 2, , 
888, 9, , 
889, 9, , 
890, 6, , 
891, 3, , 
892, 4, , 
893, 12, , 
894, 11, , 
895, 9, , 
896, 7, , 
897, 7, , 
898, 9, , 
899, 9, , 
900, 9, , 
901, 9, , 
902, 4, , 
903, 4, , 
904, 5, , 
905, 10, , 
906, 5, , 
907, 7, , 
908, 9, , 
909, 1, , 
910, 7, , 
911, 5, , 
912, 8, , 
913, 9, , 
914, 9, , 
915, 7, , 
916, 12, , 
917, 10, , 
918, 4, , 
919, 5, , 
920, 9, , 
921, 6, , 
922, 12, , 
923, 8, , 
924, 6, , 
925, 8, , 
926, 5, , 
927, 3, , 
928, 11, , 
929, 10, , 
930, 6, , 
931, 3, , 
932, 9, , 
933, 11, , 
934, 2, , 
935, 9, , 
936, 9, , 
937, 4, , 
938, 12, , 
939, 9, , 
940, 5, , 
941, 5, , 
942, 8, , 
943, 13, , 
944, 6, , 
945, 9, , 
946, 5, , 
947, 8, , 
948, 5, , 
949, 8, , 
950, 4, , 
951, 7, , 
952, 6, , 
953, 5, , 
954, 5, , 
955, 11, , 
956, 11, , 
957, 7, , 
958, 11, , 
959, 3, , 
960, 12, , 
961, 4, , 
962, 8, , 
963, 8, , 
964, 8, , 
965, 5, , 
966, 7, , 
967, 6, , 
968, 10, , 
969, 5, , 
970, 8, , 
971, 2, , 
972, 4, , 
973, 5, , 
974, 6, , 
975, 7, , 
976, 9, , 
977, 9, , 
978, 4, , 
979, 6, , 
980, 9, , 
981, 9, , 
982, 11, , 
983, 8, , 
984, 10, , 
985, 7, , 
986, 1, , 
987, 11, , 
988, 6, , 
989, 8, , 
990, 3, , 
991, 8, , 
992, 7, , 
993, 11, , 
994, 11, , 
995, 4, , 
996, 10, , 
